State,Temperature,Humidity,Rainfall,LAI,Month,Population_Density,Disease
Telangana,25.835989409100332,86.17322718589655,67.89850296442411,1.1111029837785633,May,352.872744783046,Typhoid
Chhattisgarh,34.52258866045958,58.75246742973613,45.581621467525885,3.8957719500186085,April,826.7241594727664,Cholera
Goa,32.099509615530835,42.5632286199933,116.57513154342871,5.940374775915878,March,281.28078967140425,Typhoid
West Bengal,43.270495482303154,84.83175849292557,247.8322772438314,3.9376775697157846,January,486.57962391441475,Typhoid
Himachal Pradesh,30.924877009442156,57.5131671671297,269.6823010973389,4.250433563652644,January,73.53940886939304,Typhoid
Maharashtra,30.410406164439067,75.03584432067106,264.707931309058,3.701761622154209,February,813.0929002177479,Typhoid
Punjab,37.58318228294344,63.73867180147563,298.0871516652094,3.7646653558774763,September,224.1162960179203,Cholera
Assam,31.518124743994036,76.1899935310395,325.3481150729025,5.9372273553975905,June,1015.3193366219028,Typhoid
Maharashtra,28.017711209903496,79.5349914844432,286.8553059283545,1.491958221844036,February,1101.5532049282397,Typhoid
Himachal Pradesh,36.86860759997258,73.38279487041552,246.47367908934868,4.160399330339034,November,256.4661216259374,Typhoid
Odisha,28.468759185649052,52.02458627302251,121.75080418168255,3.160466730741128,June,265.87753699489963,Cholera
Meghalaya,39.514247919195526,42.827951602594055,294.6544181122778,1.1849076112976544,June,1033.8195300534558,Cholera
Haryana,36.826111722868404,84.780555696069,322.9019346476675,4.838019757554778,August,725.2343507866118,Malaria
Meghalaya,40.745925387381504,84.42755509932329,348.8912137887857,4.008926457901242,June,569.8663168254751,Typhoid
Sikkim,31.17336113090046,78.58098557287937,191.5893172126593,3.3912817905629207,June,59.647130812531714,Typhoid
Goa,25.525997755027802,45.84807249667766,143.67192354390568,3.869768851799063,September,862.4014356299444,Malaria
Kerala,40.78678604533337,65.31402722204774,93.44640649543024,3.4274607912925186,March,314.1126602413501,Typhoid
Manipur,30.65163013745697,50.63126862745603,310.3981244139843,5.172407816633884,July,409.3490156685212,Typhoid
Karnataka,44.59653243101701,83.60501280270086,172.23922270977292,1.0295106819041635,March,173.04641673354095,Cholera
West Bengal,36.84563616014398,63.11086663458889,263.24379189726363,3.277602952004163,December,619.026303744872,Typhoid
Sikkim,37.09289122213885,48.45630667095303,308.00997244217444,1.195043773387087,July,774.3187680306529,Typhoid
Chhattisgarh,43.99733310955518,81.01537406950854,308.367643675094,3.366998701600711,August,327.54620631150607,Typhoid
Andhra Pradesh,36.65309466543472,70.15418260272133,140.81222335685342,3.191533549983999,August,54.74300338149096,Cholera
Himachal Pradesh,42.00211962025176,50.847944592424085,142.6970412392312,3.9869789096107495,July,535.6045752944364,Typhoid
Maharashtra,41.133886185910505,55.81768689083782,105.99950544658972,4.049340915162734,October,157.33345675755837,Typhoid
Andhra Pradesh,30.03598647334337,45.144975307397026,238.95879093339767,4.444257244810933,March,876.0029298618257,Cholera
Chhattisgarh,27.812872295388345,67.50742489380923,260.89444939453773,1.2216416377013757,February,61.71920482574653,Typhoid
Goa,38.27708122927134,83.23519588546495,23.774324577183204,1.028683262442177,December,91.04040719513998,Cholera
Bihar,26.543702382995438,71.25625812093315,51.36034014861933,5.497320750988117,October,797.896565948592,Typhoid
Tripura,36.07860328154152,40.44724617397284,212.7099150214458,1.3462389661914629,June,688.9654587698584,Heatstroke
Karnataka,27.40776333634255,46.49847266006032,145.18988014683643,4.915046046722335,March,139.016887991563,Typhoid
Punjab,42.11859914325789,47.90603104175478,273.0392695108603,5.4391360443697145,June,718.3901596727328,Cholera
Kerala,26.922672111476917,40.00411805418252,151.91299937566038,2.1639214739222794,December,74.33666753459713,Cholera
Himachal Pradesh,43.53046520050208,81.04556679330966,172.01341303808732,5.3830627610962045,August,675.9017928312261,Typhoid
West Bengal,35.52939717474718,61.03445216583428,130.1514781914326,5.721228460468456,July,757.7949463114214,Cholera
Maharashtra,38.22185692528404,85.12668442852849,143.03751736427398,3.1223130955677183,May,45.94401393106988,Heatstroke
Andhra Pradesh,37.4262373581897,41.014498028720894,344.12821824862425,5.95421973464825,January,135.64066732405627,Cholera
Bihar,39.24479474157714,77.5100719556724,333.2694785778357,4.681865901576536,April,794.5133631610853,Cholera
Jharkhand,36.234809806028565,48.244803247706855,318.4471365569736,2.0905784580358464,August,938.3993513860829,Typhoid
Jharkhand,34.529577010437826,88.20270151557241,22.191360881081234,1.8789561285845249,November,43.68196496262666,Typhoid
Punjab,36.04291893261631,81.50588322271027,114.6194154715012,4.641534821652841,February,920.4619869596111,Typhoid
Haryana,41.10639994593071,66.05567126912887,267.73613918674874,2.138568628168355,March,322.72559921583513,Typhoid
Haryana,35.501717755476704,52.80345448555421,188.98064854583413,1.0910184933868226,June,80.74359687415242,Typhoid
Uttar Pradesh,28.58493297805903,69.27103362475523,82.52190315072696,2.2542630389372422,January,1032.6692050364766,Cholera
Meghalaya,38.70255372531341,51.352750036171614,31.75875421157583,5.59581164604351,February,807.561229415789,Typhoid
Karnataka,30.228517874436093,58.96950820416231,277.32373661371975,4.956126846832509,March,180.07514007873834,Cholera
Punjab,33.6606407516567,65.28311388357665,245.66652230763682,1.1615742029285172,July,221.40011225271795,Heatstroke
Madhya Pradesh,44.54667874024207,87.06392116581543,143.4154769628455,1.1210507709748643,August,241.6345954451227,Typhoid
Karnataka,42.2649053222978,54.81376513136612,345.93731066763445,3.5402845156821923,March,579.0993274624899,Typhoid
Chhattisgarh,25.382439990523405,89.96650074380071,345.3302095128639,2.857187908478315,November,938.321988882786,Typhoid
Punjab,41.48475601959925,84.58236543248667,315.20075237797124,3.9969517131777765,December,793.3839354434303,Typhoid
Mizoram,33.92236462997544,50.23480844795235,156.01658899008243,1.755088692190733,January,707.841274003353,Typhoid
Punjab,44.128945738951394,79.94729762730782,123.4669354256466,4.113458625352784,March,43.62248870026933,Typhoid
Himachal Pradesh,43.393148086987225,49.578917472241166,264.40230863812843,3.0478715868003956,May,205.6795709326885,Typhoid
Haryana,26.60556505037458,45.26153156587079,132.84613933120153,3.1320345531870055,November,630.0294138023064,Typhoid
Jharkhand,39.035916460872606,86.14390892101551,349.59292212714126,2.5630115928581283,October,819.5520254809694,Typhoid
Uttar Pradesh,28.52919113980808,89.13669852546573,16.436137908896377,2.2923713258934804,February,621.5625151911192,Cholera
Jharkhand,25.57600724974246,75.98714916152834,132.89142511932516,2.5344822006965493,September,807.0732547141946,Typhoid
Rajasthan,31.07781075656464,67.87479625244832,290.5890676077477,4.407216148429159,April,87.76967774281052,Cholera
Tamil Nadu,27.86445781970357,67.52318488555812,221.76131697314187,1.458322285393804,July,226.8607474378916,Typhoid
Karnataka,41.51844731300717,53.870042773985915,100.09213770214555,5.339761035548839,February,294.7188558687611,Typhoid
Sikkim,37.09046904785765,85.91316839149614,301.0493474949509,2.12444432042365,January,36.55248415694251,Typhoid
Tripura,38.545562163482,55.17687460748197,7.357882606391357,2.231981828579282,August,1007.1823978918807,Cholera
Karnataka,36.929743556682176,82.59867690134831,111.44002934807929,3.8178776726258095,November,863.8916989398265,Cholera
Goa,30.07442592982929,59.379396277269365,108.56574657997983,1.0787340377288959,January,363.29757138276375,Typhoid
Nagaland,44.3671028322117,68.22087404530392,307.254969916906,5.073271284536459,January,749.6023859620394,Cholera
Jharkhand,34.48936715642394,64.87764122439395,137.43553333779982,5.004107505212372,May,549.3147829082094,Cholera
Himachal Pradesh,35.30785834401066,75.63099534315053,68.43783316211734,2.5942566120306907,October,285.1685604312599,Typhoid
Telangana,39.132154482838004,77.40956435896219,179.86423566836817,5.6876654887123275,June,840.2809047510792,Typhoid
Odisha,37.29175364442315,52.54991807264691,220.48004021982013,4.185927255534997,September,331.1438481947991,Cholera
Meghalaya,36.07277171011166,41.05208880664132,150.30741187437667,5.3091220380514335,September,424.2730381013326,Typhoid
Gujarat,41.65234845707995,83.68233205994197,251.18256308536033,3.5911763786946613,February,420.9719449370335,Typhoid
Haryana,34.40469490646186,76.15985400544612,10.785347280198472,5.698173918434035,March,894.6598876248898,Cholera
Rajasthan,44.73803783992207,46.55615493268807,64.42588971004817,5.574383525867036,March,127.9977294529346,Typhoid
West Bengal,26.02766773561793,89.76462133993634,203.69360464356384,4.260592912810122,December,529.8717151651268,Cholera
Nagaland,42.487474269464236,48.03808988164401,78.87626920181863,1.6988627823798066,December,1039.8569747817273,Typhoid
Madhya Pradesh,36.56277973367577,55.53893631798864,240.90348194424442,4.63727475722035,October,535.7765237872569,Typhoid
Chhattisgarh,42.203659620439694,73.64077491111988,291.43690587341064,3.677033781687506,October,725.5167220711984,Cholera
Maharashtra,36.47268298443728,83.22031797335347,301.0232088758236,1.526527127714319,October,1085.0996654000658,Typhoid
Andhra Pradesh,29.530360752130303,65.58444470788031,259.55735188784087,5.211536373280245,February,58.914014137110826,Typhoid
Rajasthan,40.78171555571471,55.86951001246098,310.7145846302387,4.320030236632467,March,370.54917658028563,Cholera
Manipur,38.34148294326556,64.05076462385773,53.38638128397505,4.166571868064461,August,76.34259448984136,Typhoid
Gujarat,34.7007337372458,60.51331227727336,135.8651181433149,5.531292610918893,June,336.5709404811419,Malaria
Assam,44.73739761993633,84.45621572936284,306.9204403689299,5.039793666961892,March,117.8031524469314,Typhoid
Maharashtra,28.135889838327884,57.6293996544184,244.71667156056807,4.527832021769036,April,243.5912082919508,Typhoid
Mizoram,26.038039654788562,82.6120358817468,222.58063059070514,2.637582471540199,July,314.32226066999476,Malaria
Himachal Pradesh,31.568182820322804,54.52552995529268,1.887469567505117,3.4604360171837163,May,892.0078013715445,Cholera
Himachal Pradesh,34.13955959929055,45.79444076481762,290.6292183581403,3.294885690170769,October,872.9607180679608,Typhoid
Himachal Pradesh,27.74340245318783,67.8232465620133,183.99210492076267,5.3769852972756675,November,711.822615097992,Typhoid
Rajasthan,25.150684023262663,52.38558210451239,243.45422560487606,5.606744396440736,November,46.10042750915126,Typhoid
Sikkim,33.02858960923324,87.86056649970416,121.52626676399906,5.626373743190665,December,140.7472570244251,Typhoid
Assam,32.54526900677784,67.49720502598105,38.94156273132229,5.682034892326284,July,871.9253461635421,Cholera
Telangana,44.47344541142183,83.24729859214501,321.12554726455414,4.746110857906054,August,778.4033790778205,Typhoid
Meghalaya,44.13070952043506,84.52558448315551,111.11051167818152,1.6018391293112046,July,487.8250519061894,Cholera
Tripura,43.85335550525226,71.96733717804219,286.3653866586852,5.523526771734405,September,410.15874504254776,Cholera
Haryana,31.449437007423526,51.24561354353726,193.87892564352006,4.482375783470859,November,433.84037000068184,Typhoid
Punjab,38.621519808642674,68.82207077092664,277.7106827887926,4.626675687718449,September,890.7710282845381,Cholera
Kerala,37.60729909990555,82.04584414663961,90.13048177875434,3.86537049486551,March,494.48670906301504,Dengue
Arunachal Pradesh,39.60320997837964,80.58902607487242,100.50622601974332,2.2663550446332494,November,268.25939470514413,Typhoid
Bihar,41.604690380764616,54.91261662655642,80.93159590727113,2.504122822396727,December,631.2279779964219,Typhoid
Punjab,36.85763985513952,61.61815194596649,5.694871143554518,3.677949056418373,March,141.46892362926025,Typhoid
West Bengal,38.6229139816177,81.42764785084114,107.54284485944066,4.1421172496877015,June,1089.0390134692375,Typhoid
Haryana,38.998571899745,81.81110208329588,224.51062270562272,1.0935976677617745,March,992.3062650002845,Cholera
Rajasthan,25.015371943167192,56.408275558904585,94.53826532610039,1.9173639318501836,December,83.69627328488602,Typhoid
Kerala,39.6350096362534,62.050352998228696,130.05309604081057,2.106601630521142,January,777.2033600437,Cholera
Andhra Pradesh,35.43433980655408,41.91724280971598,230.3774805080192,2.4623445650812177,February,625.6854458583773,Malaria
Meghalaya,33.32566029696552,86.55722856740783,126.84877622313043,1.5430040323428447,November,874.7471382809933,Heatstroke
Punjab,39.41371570915655,58.90910163628133,79.25545409676232,3.2283940803032234,October,927.3383250775453,Cholera
Odisha,28.852682760420848,42.694847662431805,81.84762772009097,3.1268836452345283,May,503.9755404659272,Heatstroke
Nagaland,39.380453329769196,48.541778112196084,175.21213661618555,4.84280121061835,December,947.0099426628158,Typhoid
Gujarat,35.749515007193,45.76253329196621,305.1258899631481,1.309070997945919,January,808.535003569718,Malaria
Andhra Pradesh,44.7465602258045,88.3872088367151,280.6701541438251,3.0921173803095474,June,1000.6070030004872,Typhoid
West Bengal,30.885170012256825,65.21741888823813,308.59651916955596,3.178600322820315,December,246.01522800973592,Typhoid
Kerala,29.365615087476407,79.67394671884499,158.67664223219228,3.12125084161483,November,723.6624653869956,Cholera
Uttarakhand,44.197726845325434,88.17191786911972,264.4912550640853,1.872762534206502,February,281.31605436406585,Typhoid
Chhattisgarh,44.301807092392664,50.56259749895191,190.99405705985976,3.4374502756485112,June,65.03431593462281,Heatstroke
Meghalaya,44.95183896864805,61.59740780218227,11.95979560661307,1.5904699214365423,October,716.6573292493372,Heatstroke
Rajasthan,30.493008859927464,82.45938247395645,266.79336163916497,1.7421054471065363,January,399.98927503976574,Heatstroke
Karnataka,38.62970124461731,51.12887895471247,227.96563625451182,4.574944543256906,August,102.81612759896325,Malaria
Manipur,30.1659634664188,68.50124060521014,12.029770554405324,2.3785855096842297,August,815.1745079907538,Typhoid
Goa,34.51235415450089,40.58263181716415,111.48300512294061,5.617058529879191,August,467.07594070837655,Dengue
Telangana,26.006640279109195,56.032083234686816,65.28527329392116,3.0113103899529476,August,26.332043157660515,Cholera
Sikkim,32.25309493405898,40.34470018971488,233.65910872717959,3.2396455101360475,February,1061.0317205276267,Typhoid
Maharashtra,41.420586757978036,77.60167326690527,88.6972169019898,1.9216205888430866,February,794.585549060662,Typhoid
West Bengal,40.444248394435775,84.51276215012156,198.0118265804315,4.2560889581091494,June,874.2915701400747,Typhoid
